Year,Region,Indicator,Characteristic,Age,Cases,Rate,RSE,LowerConfidenceInterval,UpperConfidenceInterval,Denominator
2002,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,561,14.1,3.9,13,15.2,"3,982"
2002,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,932,23.4,2.9,22.1,24.7,"3,982"
2003,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,480",61.2,1.3,59.7,62.7,"4,054"
2003,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,576,14.2,3.9,13.1,15.3,"4,054"
2003,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,998,24.6,2.7,23.3,25.9,"4,054"
2004,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,398",59.7,1.3,58.2,61.2,"4,018"
2004,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,575,14.3,3.9,13.2,15.4,"4,018"
2004,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,045",26,2.7,24.6,27.4,"4,018"
2005,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,523",59.8,1.3,58.3,61.2,"4,221"
2005,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,524,12.4,4.1,11.4,13.4,"4,221"
2005,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,174",27.8,2.5,26.5,29.2,"4,221"
2006,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,604",58.1,1.3,56.7,59.6,"4,480"
2006,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,583,13,3.9,12,14,"4,480"
2006,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,293",28.9,2.3,27.5,30.2,"4,480"
2007,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,721",59.9,1.2,58.4,61.3,"4,546"
2007,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,576,12.7,3.9,11.7,13.6,"4,546"
2007,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,249",27.5,2.4,26.2,28.8,"4,546"
2008,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,762",58.6,1.2,57.2,60,"4,715"
2008,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,608,12.9,3.8,11.9,13.8,"4,715"
2008,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,345",28.5,2.3,27.2,29.8,"4,715"
2009,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,903",60.2,1.2,58.8,61.6,"4,822"
2009,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,622,12.9,3.7,12,13.8,"4,822"
2009,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,297",26.9,2.4,25.6,28.2,"4,822"
2010,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,792",57,1.2,55.6,58.4,"4,899"
2010,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,631,12.9,3.7,11.9,13.8,"4,899"
2010,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,476",30.1,2.2,28.8,31.4,"4,899"
2011,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,580",54.3,1.3,52.9,55.7,"4,750"
2011,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,649,13.7,3.6,12.7,14.6,"4,750"
2011,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,521",32,2.1,30.7,33.4,"4,750"
2012,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,744",53,1.3,51.6,54.3,"5,182"
2012,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,791,15.3,3.3,14.3,16.2,"5,182"
2012,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,647",31.8,2,30.5,33,"5,182"
2013,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,798",53.1,1.3,51.8,54.4,"5,270"
2013,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,781,14.8,3.3,13.9,15.8,"5,270"
2013,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,691",32.1,2,30.8,33.4,"5,270"
2014,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,916",53.5,1.3,52.2,54.9,"5,446"
2014,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,792,14.5,3.3,13.6,15.5,"5,446"
2014,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,738",31.9,2,30.7,33.2,"5,446"
2015,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,978",54.8,1.2,53.4,56.1,"5,437"
2015,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,730,13.4,3.4,12.5,14.3,"5,437"
2015,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,729",31.8,2,30.6,33,"5,437"
2016,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,994",53.6,1.2,52.2,54.9,"5,591"
2016,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,846,15.1,3.2,14.2,16.1,"5,591"
2016,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,751",31.3,2,30.1,32.5,"5,591"
2017,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,798",52.8,1.3,51.5,54.2,"5,295"
2017,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,788,14.9,3.3,13.9,15.8,"5,295"
2017,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,709",32.3,2,31,33.5,"5,295"
2018,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,575",50.8,1.4,49.4,52.2,"5,070"
2018,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,790,15.6,3.3,14.6,16.6,"5,070"
2018,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,705",33.6,2,32.3,34.9,"5,070"
2019,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,763",52,1.3,50.6,53.3,"5,318"
2019,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,736,13.8,3.4,12.9,14.8,"5,318"
2019,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,819",34.2,1.9,32.9,35.5,"5,318"
2020,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,466",48,1.5,46.6,49.4,"5,139"
2020,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,752,14.6,3.4,13.7,15.6,"5,139"
2020,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,"1,921",37.4,1.8,36.1,38.7,"5,139"
2003-2005,ACT,Women who gave birth by method of birth and age,Vaginal birth,15 to 19,282,85.2,2.3,81.4,89,331
2003-2005,ACT,Women who gave birth by method of birth and age,Caesarean section,15 to 19,49,14.8,13.2,11,18.6,331
2003-2005,ACT,Women who gave birth by method of birth and age,Vaginal birth,20 to 24,"1,198",85.4,1.1,83.5,87.2,"1,403"
2003-2005,ACT,Women who gave birth by method of birth and age,Caesarean section,20 to 24,205,14.6,6.5,12.8,16.5,"1,403"
2003-2005,ACT,Women who gave birth by method of birth and age,Vaginal birth,25 to 29,"2,539",76.7,1,75.3,78.2,"3,309"
2003-2005,ACT,Women who gave birth by method of birth and age,Caesarean section,25 to 29,770,23.3,3.2,21.8,24.7,"3,309"
2003-2005,ACT,Women who gave birth by method of birth and age,Vaginal birth,30 to 34,"3,309",72.7,0.9,71.4,74,"4,554"
2003-2005,ACT,Women who gave birth by method of birth and age,Caesarean section,30 to 34,"1,245",27.3,2.4,26,28.6,"4,554"
2003-2005,ACT,Women who gave birth by method of birth and age,Vaginal birth,35 to 39,"1,486",66.2,1.5,64.3,68.2,"2,244"
2003-2005,ACT,Women who gave birth by method of birth and age,Caesarean section,35 to 39,758,33.8,3,31.8,35.7,"2,244"
2003-2005,ACT,Women who gave birth by method of birth and age,Vaginal birth,40+,262,58,4,53.4,62.5,452
2003-2005,ACT,Women who gave birth by method of birth and age,Caesarean section,40+,190,42,5.5,37.5,46.6,452
2006-2008,ACT,Women who gave birth by method of birth and age,Vaginal birth,15 to 19,275,87,2.2,83.3,90.7,316
2006-2008,ACT,Women who gave birth by method of birth and age,Caesarean section,15 to 19,41,13,14.6,9.3,16.7,316
2006-2008,ACT,Women who gave birth by method of birth and age,Vaginal birth,20 to 24,"1,220",82.5,1.2,80.6,84.5,"1,478"
2006-2008,ACT,Women who gave birth by method of birth and age,Caesarean section,20 to 24,258,17.5,5.7,15.5,19.4,"1,478"
2006-2008,ACT,Women who gave birth by method of birth and age,Vaginal birth,25 to 29,"2,758",75.6,0.9,74.2,77,"3,646"
2006-2008,ACT,Women who gave birth by method of birth and age,Caesarean section,25 to 29,888,24.4,2.9,23,25.8,"3,646"
2006-2008,ACT,Women who gave birth by method of birth and age,Vaginal birth,30 to 34,"3,435",70.2,0.9,68.9,71.5,"4,895"
2006-2008,ACT,Women who gave birth by method of birth and age,Caesarean section,30 to 34,"1,460",29.8,2.2,28.5,31.1,"4,895"
2006-2008,ACT,Women who gave birth by method of birth and age,Vaginal birth,35 to 39,"1,851",64.7,1.4,62.9,66.4,"2,863"
2006-2008,ACT,Women who gave birth by method of birth and age,Caesarean section,35 to 39,"1,012",35.3,2.5,33.6,37.1,"2,863"
2006-2008,ACT,Women who gave birth by method of birth and age,Vaginal birth,40+,313,57.9,3.7,53.7,62,541
2006-2008,ACT,Women who gave birth by method of birth and age,Caesarean section,40+,228,42.1,5,38,46.3,541
2009-2011,ACT,Women who gave birth by method of birth and age,Vaginal birth,15 to 19,271,86.6,2.2,82.8,90.4,313
2009-2011,ACT,Women who gave birth by method of birth and age,Caesarean section,15 to 19,42,13.4,14.4,9.6,17.2,313
2009-2011,ACT,Women who gave birth by method of birth and age,Vaginal birth,20 to 24,"1,131",79.3,1.4,77.2,81.4,"1,426"
2009-2011,ACT,Women who gave birth by method of birth and age,Caesarean section,20 to 24,295,20.7,5.2,18.6,22.8,"1,426"
2009-2011,ACT,Women who gave birth by method of birth and age,Vaginal birth,25 to 29,"2,909",75,0.9,73.6,76.3,"3,881"
2009-2011,ACT,Women who gave birth by method of birth and age,Caesarean section,25 to 29,972,25,2.8,23.7,26.4,"3,881"
2009-2011,ACT,Women who gave birth by method of birth and age,Vaginal birth,30 to 34,"3,647",70.1,0.9,68.8,71.3,"5,206"
2009-2011,ACT,Women who gave birth by method of birth and age,Caesarean section,30 to 34,"1,559",29.9,2.1,28.7,31.2,"5,206"
2009-2011,ACT,Women who gave birth by method of birth and age,Vaginal birth,35 to 39,"1,864",62.2,1.4,60.4,63.9,"2,998"
2009-2011,ACT,Women who gave birth by method of birth and age,Caesarean section,35 to 39,"1,134",37.8,2.3,36.1,39.6,"2,998"
2009-2011,ACT,Women who gave birth by method of birth and age,Vaginal birth,40+,354,54.8,3.6,51,58.6,646
2009-2011,ACT,Women who gave birth by method of birth and age,Caesarean section,40+,292,45.2,4.3,41.4,49,646
2012-2014,ACT,Women who gave birth by method of birth and age,Vaginal birth,15 to 19,230,84.2,2.6,79.9,88.6,273
2012-2014,ACT,Women who gave birth by method of birth and age,Caesarean section,15 to 19,43,15.8,14,11.4,20.1,273
2012-2014,ACT,Women who gave birth by method of birth and age,Vaginal birth,20 to 24,"1,109",79,1.4,76.9,81.2,"1,403"
2012-2014,ACT,Women who gave birth by method of birth and age,Caesarean section,20 to 24,294,21,5.2,18.8,23.1,"1,403"
2012-2014,ACT,Women who gave birth by method of birth and age,Vaginal birth,25 to 29,"3,127",72.3,0.9,70.9,73.6,"4,327"
2012-2014,ACT,Women who gave birth by method of birth and age,Caesarean section,25 to 29,"1,200",27.7,2.5,26.4,29.1,"4,327"
2012-2014,ACT,Women who gave birth by method of birth and age,Vaginal birth,30 to 34,"4,119",67.7,0.9,66.5,68.9,"6,085"
2012-2014,ACT,Women who gave birth by method of birth and age,Caesarean section,30 to 34,"1,966",32.3,1.9,31.1,33.5,"6,085"
2012-2014,ACT,Women who gave birth by method of birth and age,Vaginal birth,35 to 39,"1,872",60.6,1.5,58.9,62.4,"3,088"
2012-2014,ACT,Women who gave birth by method of birth and age,Caesarean section,35 to 39,"1,216",39.4,2.2,37.6,41.1,"3,088"
2012-2014,ACT,Women who gave birth by method of birth and age,Vaginal birth,40+,365,50.6,3.7,46.9,54.2,722
2012-2014,ACT,Women who gave birth by method of birth and age,Caesarean section,40+,357,49.4,3.8,45.8,53.1,722
2015-2017,ACT,Women who gave birth by method of birth and age,Vaginal birth,15 to 19,151,85.8,3.1,80.6,91,176
2015-2017,ACT,Women who gave birth by method of birth and age,Caesarean section,15 to 19,25,14.2,18.5,9,19.4,176
2015-2017,ACT,Women who gave birth by method of birth and age,Vaginal birth,20 to 24,"1,013",79.6,1.4,77.4,81.8,"1,272"
2015-2017,ACT,Women who gave birth by method of birth and age,Caesarean section,20 to 24,259,20.4,5.5,18.2,22.6,"1,272"
2015-2017,ACT,Women who gave birth by method of birth and age,Vaginal birth,25 to 29,"3,052",74.1,0.9,72.8,75.5,"4,116"
2015-2017,ACT,Women who gave birth by method of birth and age,Caesarean section,25 to 29,"1,064",25.9,2.6,24.5,27.2,"4,116"
2015-2017,ACT,Women who gave birth by method of birth and age,Vaginal birth,30 to 34,"4,432",67.8,0.9,66.6,68.9,"6,541"
2015-2017,ACT,Women who gave birth by method of birth and age,Caesarean section,30 to 34,"2,109",32.2,1.8,31.1,33.4,"6,541"
2015-2017,ACT,Women who gave birth by method of birth and age,Vaginal birth,35 to 39,"2,126",61,1.4,59.4,62.7,"3,483"
2015-2017,ACT,Women who gave birth by method of birth and age,Caesarean section,35 to 39,"1,357",39,2.1,37.3,40.6,"3,483"
2015-2017,ACT,Women who gave birth by method of birth and age,Vaginal birth,40+,360,49,3.8,45.4,52.6,735
2015-2017,ACT,Women who gave birth by method of birth and age,Caesarean section,40+,375,51,3.6,47.4,54.6,735
2018-2020,ACT,Women who gave birth by method of birth and age,Vaginal birth,15 to 19,125,76.2,4.4,69.7,82.7,164
2018-2020,ACT,Women who gave birth by method of birth and age,Caesarean section,15 to 19,39,23.8,14,17.3,30.3,164
2018-2020,ACT,Women who gave birth by method of birth and age,Vaginal birth,20 to 24,797,77.7,1.7,75.1,80.2,"1,026"
2018-2020,ACT,Women who gave birth by method of birth and age,Caesarean section,20 to 24,229,22.3,5.8,19.8,24.9,"1,026"
2018-2020,ACT,Women who gave birth by method of birth and age,Vaginal birth,25 to 29,"2,559",70,1.1,68.5,71.5,"3,656"
2018-2020,ACT,Women who gave birth by method of birth and age,Caesarean section,25 to 29,"1,097",30,2.5,28.5,31.5,"3,656"
2018-2020,ACT,Women who gave birth by method of birth and age,Vaginal birth,30 to 34,"4,098",65.4,0.9,64.2,66.6,"6,268"
2018-2020,ACT,Women who gave birth by method of birth and age,Caesarean section,30 to 34,"2,170",34.6,1.7,33.4,35.8,"6,268"
2018-2020,ACT,Women who gave birth by method of birth and age,Vaginal birth,35 to 39,"2,147",58.9,1.4,57.3,60.5,"3,646"
2018-2020,ACT,Women who gave birth by method of birth and age,Caesarean section,35 to 39,"1,499",41.1,2,39.5,42.7,"3,646"
2018-2020,ACT,Women who gave birth by method of birth and age,Vaginal birth,40+,356,46.4,3.9,42.9,49.9,767
2018-2020,ACT,Women who gave birth by method of birth and age,Caesarean section,40+,411,53.6,3.4,50.1,57.1,767
2001,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,460,12.1,4.4,11,13.1,"3,811"
2001,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,385,10.1,4.8,9.2,11.1,"3,811"
2001,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"2,966",77.8,0.9,76.5,79.2,"3,811"
2002,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,498,12.5,4.2,11.5,13.5,"3,982"
2002,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,434,10.9,4.5,9.9,11.9,"3,982"
2002,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,050",76.6,0.9,75.3,77.9,"3,982"
2003,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,534,13.2,4,12.1,14.2,"4,054"
2003,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,464,11.4,4.4,10.5,12.4,"4,054"
2003,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,056",75.4,0.9,74.1,76.7,"4,054"
2004,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,600,15,3.8,13.9,16.1,"4,011"
2004,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,445,11.1,4.5,10.1,12.1,"4,011"
2004,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"2,966",73.9,0.9,72.6,75.3,"4,011"
2005,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,734,17.4,3.4,16.2,18.5,"4,221"
2005,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,440,10.4,4.5,9.5,11.4,"4,221"
2005,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,047",72.2,1,70.8,73.5,"4,221"
2006,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,812,18.1,3.2,17,19.2,"4,480"
2006,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,481,10.7,4.3,9.8,11.6,"4,480"
2006,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,187",71.1,1,69.8,72.5,"4,480"
2007,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,755,16.6,3.3,15.5,17.7,"4,546"
2007,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,494,10.9,4.2,10,11.8,"4,546"
2007,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,297",72.5,0.9,71.2,73.8,"4,546"
2008,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,804,17.1,3.2,16,18.1,"4,715"
2008,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,541,11.5,4,10.6,12.4,"4,715"
2008,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,370",71.5,0.9,70.2,72.8,"4,715"
2009,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,744,15.4,3.4,14.4,16.4,"4,822"
2009,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,553,11.5,4,10.6,12.4,"4,822"
2009,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,525",73.1,0.9,71.8,74.4,"4,822"
2010,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,802,16.4,3.2,15.3,17.4,"4,899"
2010,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,674,13.8,3.6,12.8,14.7,"4,899"
2010,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,423",69.9,0.9,68.6,71.2,"4,899"
2011,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,812,17.1,3.2,16,18.2,"4,750"
2011,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,709,14.9,3.5,13.9,15.9,"4,750"
2011,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,229",68,1,66.6,69.3,"4,750"
2012,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,905,17.5,3,16.4,18.5,"5,182"
2012,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,742,14.3,3.4,13.4,15.3,"5,182"
2012,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,535",68.2,0.9,67,69.5,"5,182"
2013,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,966,18.3,2.9,17.3,19.4,"5,270"
2013,ACT,Women who gave birth by method of birth and onset of labour,Caesarean section with labour,0 to 85+,725,13.8,3.4,12.8,14.7,"5,270"
2013,ACT,Women who gave birth by method of birth and onset of labour,Vaginal birth,0 to 85+,"3,579",67.9,0.9,66.6,69.2,"5,270"
2014,ACT,Women who gave birth by method of birth and onset of labour,Non-labour caesarean section,0 to 85+,"1,025",18.8,2.8,17.8,19.9,"5,445"
